date,location,species,batch_id,dph,stand_dph,speed,time_sec,dist_cm,TL,SL,BD,PA
2015/06/01,Field in Belize,Elacatinus colini,22,10,0.33,2,934,1868,5.02,4.76,0.66,1.95
2015/06/01,Field in Belize,Elacatinus colini,22,10,0.33,4,290,1160,4.68,4.5,0.64,1.76
2015/06/01,Field in Belize,Elacatinus colini,22,10,0.33,4,699,2796,nd,nd,nd,nd
2015/06/01,Field in Belize,Elacatinus colini,22,10,0.33,4,710,2840,4.76,4.38,0.65,1.78
2015/06/01,Field in Belize,Elacatinus colini,22,10,0.33,6,178,1068,nd,nd,nd,nd
2015/06/01,Field in Belize,Elacatinus colini,22,10,0.33,6,15,90,nd,nd,nd,nd
2015/06/01,Field in Belize,Elacatinus colini,22,10,0.33,6,77,462,5.44,4.92,0.71,2.09
2015/06/01,Field in Belize,Elacatinus colini,22,10,0.33,8,67,536,4.5,4.23,0.61,1.67
2015/06/01,Field in Belize,Elacatinus colini,22,10,0.33,8,38,304,nd,nd,nd,nd
2015/06/01,Field in Belize,Elacatinus colini,22,10,0.33,8,17,136,5.3,4.88,0.74,2.27
2015/06/01,Field in Belize,Elacatinus colini,22,10,0.33,10,32,320,4.94,4.75,0.64,2
2015/06/01,Field in Belize,Elacatinus colini,22,10,0.33,10,29,290,nd,nd,nd,nd
2015/06/01,Field in Belize,Elacatinus colini,22,10,0.33,10,73,730,5.03,4.76,0.67,1.99
2015/06/04,Field in Belize,Elacatinus colini,24,0,0,2,425,850,nd,nd,nd,nd
2015/06/04,Field in Belize,Elacatinus colini,24,0,0,2,48,96,nd,nd,nd,nd
2015/06/04,Field in Belize,Elacatinus colini,24,0,0,2,178,356,3.74,3.51,0.41,nd
2015/06/04,Field in Belize,Elacatinus colini,24,0,0,4,27,108,nd,nd,nd,nd
2015/06/04,Field in Belize,Elacatinus colini,24,0,0,4,39,156,nd,nd,nd,nd
2015/06/04,Field in Belize,Elacatinus colini,24,0,0,4,13,52,nd,nd,nd,nd
2015/06/04,Field in Belize,Elacatinus colini,24,0,0,6,27,162,nd,nd,nd,nd
2015/06/04,Field in Belize,Elacatinus colini,24,0,0,6,19,114,nd,nd,nd,nd
2015/06/04,Field in Belize,Elacatinus colini,24,0,0,6,27,162,nd,nd,nd,nd
2015/06/04,Field in Belize,Elacatinus colini,24,0,0,8,16,128,nd,nd,nd,nd
2015/06/04,Field in Belize,Elacatinus colini,24,0,0,8,19,152,nd,nd,nd,nd
2015/06/04,Field in Belize,Elacatinus colini,24,0,0,8,17,136,nd,nd,nd,nd
2015/06/04,Field in Belize,Elacatinus colini,24,0,0,10,29,290,nd,nd,nd,nd
2015/06/04,Field in Belize,Elacatinus colini,24,0,0,10,9,90,nd,nd,nd,nd
2015/06/04,Field in Belize,Elacatinus colini,24,0,0,10,17,170,nd,nd,nd,nd
2015/06/04,Field in Belize,Elacatinus colini,24,0,0,nd,nd,nd,3.53,3.35,0.47,1.06
2015/06/05,Field in Belize,Elacatinus colini,25,0,0,2,308,616,3.23,3.09,0.51,0.88
2015/06/05,Field in Belize,Elacatinus colini,25,0,0,2,108,216,nd,nd,nd,nd
2015/06/05,Field in Belize,Elacatinus colini,25,0,0,2,117,234,nd,nd,nd,nd
2015/06/05,Field in Belize,Elacatinus colini,25,0,0,4,22,88,nd,nd,nd,nd
2015/06/05,Field in Belize,Elacatinus colini,25,0,0,4,77,308,3.66,3.44,0.46,1.1
2015/06/05,Field in Belize,Elacatinus colini,25,0,0,4,37,148,nd,nd,nd,nd
2015/06/05,Field in Belize,Elacatinus colini,25,0,0,6,14,84,3.54,3.34,nd,nd
2015/06/05,Field in Belize,Elacatinus colini,25,0,0,6,24,144,nd,nd,nd,nd
2015/06/05,Field in Belize,Elacatinus colini,25,0,0,6,32,192,nd,nd,nd,nd
2015/06/05,Field in Belize,Elacatinus colini,25,0,0,8,13,104,nd,nd,nd,nd
2015/06/05,Field in Belize,Elacatinus colini,25,0,0,8,11,88,nd,nd,nd,nd
2015/06/05,Field in Belize,Elacatinus colini,25,0,0,8,13,104,nd,nd,nd,nd
2015/06/05,Field in Belize,Elacatinus colini,25,0,0,10,10,100,nd,nd,nd,nd
2015/06/05,Field in Belize,Elacatinus colini,25,0,0,10,5,50,nd,nd,nd,nd
2015/06/05,Field in Belize,Elacatinus colini,25,0,0,10,13,130,3.49,3.25,0.53,1.07
2015/06/05,Field in Belize,Elacatinus colini,25,0,0,nd,nd,nd,3.47,3.29,0.41,1.04
2015/06/05,Field in Belize,Elacatinus lori,7,10,0.33,2,580,1160,4.66,4.24,0.58,1.49
2015/06/05,Field in Belize,Elacatinus lori,7,10,0.33,2,70,140,nd,nd,nd,nd
2015/06/05,Field in Belize,Elacatinus lori,7,10,0.33,2,2337,4674,nd,nd,nd,nd
2015/06/05,Field in Belize,Elacatinus lori,7,10,0.33,4,130,520,nd,nd,nd,nd
2015/06/05,Field in Belize,Elacatinus lori,7,10,0.33,4,39,156,nd,nd,nd,nd
2015/06/05,Field in Belize,Elacatinus lori,7,10,0.33,6,38,228,nd,nd,nd,nd
2015/06/05,Field in Belize,Elacatinus lori,7,10,0.33,6,43,258,4.38,4,0.75,1.82
2015/06/05,Field in Belize,Elacatinus lori,7,10,0.33,8,7,56,4.71,4.34,0.56,1.68
2015/06/05,Field in Belize,Elacatinus lori,7,10,0.33,8,44,352,5.08,4.61,0.59,1.45
2015/06/05,Field in Belize,Elacatinus lori,7,10,0.33,10,11,110,nd,nd,nd,nd
2015/06/05,Field in Belize,Elacatinus lori,7,10,0.33,10,14,140,5.33,4.87,0.62,2.15
2015/06/05,Field in Belize,Elacatinus lori,7,10,0.33,nd,nd,nd,4.58,4.2,0.63,1.82
2015/06/06,Field in Belize,Elacatinus lori,8,10,0.33,4,66,264,4.93,4.52,0.58,1.64
2015/06/06,Field in Belize,Elacatinus lori,8,10,0.33,6,57,342,4.43,4.12,0.61,1.47
2015/06/07,Field in Belize,Elacatinus colini,26,0,0,2,46,92,3.71,3.56,0.46,1.18
2015/06/07,Field in Belize,Elacatinus colini,26,0,0,2,166,332,nd,nd,nd,nd
2015/06/07,Field in Belize,Elacatinus colini,26,0,0,2,33,66,nd,nd,nd,nd
2015/06/07,Field in Belize,Elacatinus colini,26,0,0,4,50,200,nd,nd,nd,nd
2015/06/07,Field in Belize,Elacatinus colini,26,0,0,4,52,208,3.55,3.42,0.46,1.13
2015/06/07,Field in Belize,Elacatinus colini,26,0,0,4,74,296,nd,nd,nd,nd
2015/06/07,Field in Belize,Elacatinus colini,26,0,0,6,45,270,nd,nd,nd,nd
2015/06/07,Field in Belize,Elacatinus colini,26,0,0,6,6,36,nd,nd,nd,nd
2015/06/07,Field in Belize,Elacatinus colini,26,0,0,6,22,132,nd,nd,nd,nd
2015/06/07,Field in Belize,Elacatinus colini,26,0,0,8,16,128,nd,nd,nd,nd
2015/06/07,Field in Belize,Elacatinus colini,26,0,0,8,8,64,nd,nd,nd,nd
2015/06/07,Field in Belize,Elacatinus colini,26,0,0,8,13,104,3.72,3.53,0.49,1.17
2015/06/07,Field in Belize,Elacatinus colini,26,0,0,10,5,50,nd,nd,nd,nd
2015/06/07,Field in Belize,Elacatinus colini,26,0,0,10,22,220,nd,nd,nd,nd
2015/06/07,Field in Belize,Elacatinus colini,26,0,0,10,18,180,nd,nd,nd,nd
2015/06/07,Field in Belize,Elacatinus colini,26,0,0,nd,nd,nd,3.54,3.35,0.45,1.09
2015/06/07,Field in Belize,Elacatinus colini,26,0,0,nd,nd,nd,3.63,3.42,0.48,1.15
2015/06/07,Field in Belize,Elacatinus colini,27,10,0.33,2,1256,2512,6.41,5.71,0.83,3.49
2015/06/07,Field in Belize,Elacatinus colini,27,10,0.33,2,1414,2828,6.37,5.71,0.82,3.39
2015/06/07,Field in Belize,Elacatinus colini,27,10,0.33,2,511,1022,nd,nd,nd,nd
2015/06/07,Field in Belize,Elacatinus colini,27,10,0.33,4,132,528,5.86,5.2,0.84,2.72
2015/06/07,Field in Belize,Elacatinus colini,27,10,0.33,4,992,3968,6.8,6.05,0.79,3.25
2015/06/07,Field in Belize,Elacatinus colini,27,10,0.33,4,177,708,6.3,5.56,0.79,3.29
2015/06/07,Field in Belize,Elacatinus colini,27,10,0.33,6,106,636,nd,nd,nd,nd
2015/06/07,Field in Belize,Elacatinus colini,27,10,0.33,6,83,498,nd,nd,nd,nd
2015/06/07,Field in Belize,Elacatinus colini,27,10,0.33,6,114,684,6.5,5.83,0.84,3.64
2015/06/07,Field in Belize,Elacatinus colini,27,10,0.33,8,69,552,6.22,5.57,0.8,3.21
2015/06/07,Field in Belize,Elacatinus colini,27,10,0.33,8,38,304,6.17,5.5,0.82,3.43
2015/06/07,Field in Belize,Elacatinus colini,27,10,0.33,8,24,192,nd,nd,nd,nd
2015/06/07,Field in Belize,Elacatinus colini,27,10,0.33,10,109,1090,5.82,5.36,0.73,2.68
2015/06/07,Field in Belize,Elacatinus colini,27,10,0.33,10,48,480,nd,nd,nd,nd
2015/06/07,Field in Belize,Elacatinus colini,27,10,0.33,10,17,170,nd,nd,nd,nd
2015/06/07,Field in Belize,Elacatinus lori,9,10,0.33,2,103,206,3.74,3.57,0.48,1.17
2015/06/07,Field in Belize,Elacatinus lori,9,10,0.33,2,87,174,nd,nd,nd,nd
2015/06/07,Field in Belize,Elacatinus lori,9,10,0.33,2,227,454,nd,nd,nd,nd
2015/06/07,Field in Belize,Elacatinus lori,9,10,0.33,4,47,188,3.99,3.78,0.48,1.16
2015/06/07,Field in Belize,Elacatinus lori,9,10,0.33,4,413,1652,nd,nd,nd,nd
2015/06/07,Field in Belize,Elacatinus lori,9,10,0.33,4,155,620,nd,nd,nd,nd
2015/06/07,Field in Belize,Elacatinus lori,9,10,0.33,6,53,318,3.79,3.5,0.56,1.15
2015/06/07,Field in Belize,Elacatinus lori,9,10,0.33,6,27,162,nd,3.55,0.55,nd
2015/06/07,Field in Belize,Elacatinus lori,9,10,0.33,6,38,228,nd,nd,nd,nd
2015/06/07,Field in Belize,Elacatinus lori,9,10,0.33,8,22,176,nd,nd,nd,nd
2015/06/07,Field in Belize,Elacatinus lori,9,10,0.33,8,22,176,4.35,4.05,0.63,1.61
2015/06/07,Field in Belize,Elacatinus lori,9,10,0.33,8,24,192,nd,nd,nd,nd
2015/06/07,Field in Belize,Elacatinus lori,9,10,0.33,10,11,110,nd,nd,nd,nd
2015/06/07,Field in Belize,Elacatinus lori,9,10,0.33,10,13,130,4.27,3.93,0.56,1.4
2015/06/07,Field in Belize,Elacatinus lori,9,10,0.33,10,9,90,4.98,4.57,0.66,2.01
2015/06/08,Field in Belize,Elacatinus colini,21,20,0.67,2,1365,2730,7.69,6.87,1.02,4.82
2015/06/08,Field in Belize,Elacatinus colini,21,20,0.67,2,2518,5036,7.96,6.96,1.06,4.96
2015/06/08,Field in Belize,Elacatinus colini,21,20,0.67,2,762,1524,nd,nd,nd,nd
2015/06/08,Field in Belize,Elacatinus colini,21,20,0.67,4,226,904,6.22,5.56,0.73,2.68
2015/06/08,Field in Belize,Elacatinus colini,21,20,0.67,4,290,1160,7.91,7.02,1.02,5.39
2015/06/08,Field in Belize,Elacatinus colini,21,20,0.67,4,166,664,nd,nd,nd,nd
2015/06/08,Field in Belize,Elacatinus colini,21,20,0.67,6,79,474,nd,nd,nd,nd
2015/06/08,Field in Belize,Elacatinus colini,21,20,0.67,6,108,648,nd,nd,nd,nd
2015/06/08,Field in Belize,Elacatinus colini,21,20,0.67,6,394,2364,nd,nd,nd,nd
2015/06/08,Field in Belize,Elacatinus colini,21,20,0.67,8,178,1424,8.04,7.12,1.05,5.21
2015/06/08,Field in Belize,Elacatinus colini,21,20,0.67,8,64,512,7.83,6.91,0.99,4.97
2015/06/08,Field in Belize,Elacatinus colini,21,20,0.67,8,71,568,7.39,6.57,0.96,4.42
2015/06/08,Field in Belize,Elacatinus colini,21,20,0.67,10,214,2140,nd,nd,nd,nd
2015/06/08,Field in Belize,Elacatinus colini,21,20,0.67,10,40,400,nd,nd,nd,nd
2015/06/08,Field in Belize,Elacatinus colini,21,20,0.67,10,28,280,8.56,7.5,1.15,4.51
2015/06/11,Field in Belize,Elacatinus colini,22,20,0.67,2,1792,3584,6.45,5.91,0.86,3.1
2015/06/11,Field in Belize,Elacatinus colini,22,20,0.67,2,572,1144,nd,nd,nd,nd
2015/06/11,Field in Belize,Elacatinus colini,22,20,0.67,2,2347,4694,nd,nd,nd,nd
2015/06/11,Field in Belize,Elacatinus colini,22,20,0.67,4,1535,6140,6.87,6.27,0.91,3.56
2015/06/11,Field in Belize,Elacatinus colini,22,20,0.67,4,1399,5596,nd,nd,nd,nd
2015/06/11,Field in Belize,Elacatinus colini,22,20,0.67,4,1021,4084,nd,nd,nd,nd
2015/06/11,Field in Belize,Elacatinus colini,22,20,0.67,6,131,786,7.04,6.37,0.9,3.92
2015/06/11,Field in Belize,Elacatinus colini,22,20,0.67,6,590,3540,nd,nd,nd,nd
2015/06/11,Field in Belize,Elacatinus colini,22,20,0.67,6,666,3996,nd,nd,nd,nd
2015/06/11,Field in Belize,Elacatinus colini,22,20,0.67,8,60,480,6.12,5.59,0.85,2.84
2015/06/11,Field in Belize,Elacatinus colini,22,20,0.67,8,102,816,nd,nd,nd,nd
2015/06/11,Field in Belize,Elacatinus colini,22,20,0.67,8,79,632,nd,nd,nd,nd
2015/06/11,Field in Belize,Elacatinus colini,22,20,0.67,10,49,490,6.95,6.22,0.89,3.73
2015/06/11,Field in Belize,Elacatinus colini,22,20,0.67,10,19,190,nd,nd,nd,nd
2015/06/11,Field in Belize,Elacatinus colini,22,20,0.67,10,21,210,nd,nd,nd,nd
2015/06/18,Field in Belize,Elacatinus colini,21,30,1,2,565,1130,9.52,8.34,1.35,8
2015/06/18,Field in Belize,Elacatinus colini,21,30,1,2,13962,27924,9.62,8.35,1.41,8.56
2015/06/18,Field in Belize,Elacatinus colini,21,30,1,2,1057,2114,10.88,9.43,1.54,10.34
2015/06/18,Field in Belize,Elacatinus colini,21,30,1,4,1314,5256,nd,nd,nd,nd
2015/06/18,Field in Belize,Elacatinus colini,21,30,1,4,538,2152,10.5,9.17,1.61,10.78
2015/06/18,Field in Belize,Elacatinus colini,21,30,1,4,304,1216,10.37,8.92,1.5,9.4
2015/06/18,Field in Belize,Elacatinus colini,21,30,1,6,1401,8406,9.1,8.03,1.26,7.3
2015/06/18,Field in Belize,Elacatinus colini,21,30,1,6,327,1962,9.9,8.68,1.56,9.86
2015/06/18,Field in Belize,Elacatinus colini,21,30,1,6,986,5916,nd,nd,nd,nd
2015/06/18,Field in Belize,Elacatinus colini,21,30,1,8,519,4152,nd,nd,nd,nd
2015/06/18,Field in Belize,Elacatinus colini,21,30,1,8,1432,11456,nd,nd,nd,nd
2015/06/18,Field in Belize,Elacatinus colini,21,30,1,8,1680,13440,nd,nd,nd,nd
2015/06/18,Field in Belize,Elacatinus colini,21,30,1,10,237,2370,9.61,8.45,1.36,7.92
2015/06/18,Field in Belize,Elacatinus colini,21,30,1,10,319,3190,nd,nd,nd,nd
2015/06/18,Field in Belize,Elacatinus colini,21,30,1,10,230,2300,10.31,8.89,1.55,9.86
2015/06/18,Field in Belize,Elacatinus colini,21,30,1,nd,nd,nd,9.69,8.47,1.45,8.56
2015/06/18,Field in Belize,Elacatinus colini,21,30,1,nd,nd,nd,10.28,9.02,1.54,9.36
2015/06/21,Field in Belize,Elacatinus colini,22,30,1,2,1089,2178,9.04,7.99,1.34,6.5
2015/06/21,Field in Belize,Elacatinus colini,22,30,1,2,429,858,nd,nd,nd,nd
2015/06/21,Field in Belize,Elacatinus colini,22,30,1,2,3307,6614,9.63,8.49,1.45,7.8
2015/06/21,Field in Belize,Elacatinus colini,22,30,1,4,1960,7840,nd,nd,nd,nd
2015/06/21,Field in Belize,Elacatinus colini,22,30,1,4,1286,5144,nd,nd,nd,nd
2015/06/21,Field in Belize,Elacatinus colini,22,30,1,4,1785,7140,nd,nd,nd,nd
2015/06/21,Field in Belize,Elacatinus colini,22,30,1,6,777,4662,9.63,8.49,1.45,7.8
2015/06/21,Field in Belize,Elacatinus colini,22,30,1,6,306,1836,10.83,9.36,1.55,10.4
2015/06/21,Field in Belize,Elacatinus colini,22,30,1,6,667,4002,10.26,8.93,1.58,10.2
2015/06/21,Field in Belize,Elacatinus colini,22,30,1,8,2519,20152,nd,nd,nd,nd
2015/06/21,Field in Belize,Elacatinus colini,22,30,1,8,275,2200,10.09,8.82,1.52,9.42
2015/06/21,Field in Belize,Elacatinus colini,22,30,1,8,148,1184,8.64,7.57,1.19,6.19
2015/06/21,Field in Belize,Elacatinus colini,22,30,1,10,178,1780,10.86,9.38,1.5,9.14
2015/06/21,Field in Belize,Elacatinus colini,22,30,1,10,212,2120,10.78,9.4,1.61,9.88
2015/06/21,Field in Belize,Elacatinus colini,22,30,1,10,162,1620,10.2,8.86,1.44,9.39
2015/06/26,Field in Belize,Elacatinus lori,11,10,0.33,2,1451,2902,5.97,5.41,0.84,2.97
2015/06/26,Field in Belize,Elacatinus lori,11,10,0.33,2,308,616,5.42,4.93,0.72,2.45
2015/06/26,Field in Belize,Elacatinus lori,11,10,0.33,4,109,436,nd,nd,nd,nd
2015/06/26,Field in Belize,Elacatinus lori,11,10,0.33,4,242,968,nd,nd,nd,nd
2015/06/26,Field in Belize,Elacatinus lori,11,10,0.33,6,227,1362,6.8,6.03,0.93,3.79
2015/06/26,Field in Belize,Elacatinus lori,11,10,0.33,6,59,354,5.82,5.18,0.78,2.95
2015/06/26,Field in Belize,Elacatinus lori,11,10,0.33,8,76,608,nd,nd,nd,nd
2015/06/26,Field in Belize,Elacatinus lori,11,10,0.33,8,43,344,5.85,5.27,0.76,2.75
2015/06/26,Field in Belize,Elacatinus lori,11,10,0.33,10,18,180,5.7,5.11,0.75,2.74
2015/06/26,Field in Belize,Elacatinus lori,11,10,0.33,10,13,130,nd,nd,nd,nd
2015/07/02,Field in Belize,Elacatinus lori,10,20,0.67,2,666,1332,8.01,7,1.1,5.39
2015/07/02,Field in Belize,Elacatinus lori,10,20,0.67,2,402,804,6.05,5.4,0.78,2.72
2015/07/02,Field in Belize,Elacatinus lori,10,20,0.67,4,268,1072,6.95,6.13,0.98,4.03
2015/07/02,Field in Belize,Elacatinus lori,10,20,0.67,6,288,1728,7.15,6.3,0.97,3.85
2015/07/02,Field in Belize,Elacatinus lori,10,20,0.67,8,116,928,nd,nd,nd,nd
2015/07/02,Field in Belize,Elacatinus lori,10,20,0.67,10,16,160,nd,nd,nd,nd
2015/07/07,Field in Belize,Elacatinus lori,12,20,0.67,2,2314,4628,7.24,6.33,0.93,3.67
2015/07/07,Field in Belize,Elacatinus lori,12,20,0.67,4,664,2656,7.36,6.45,0.96,3.96
2015/07/07,Field in Belize,Elacatinus lori,12,20,0.67,4,173,692,nd,nd,nd,nd
2015/07/07,Field in Belize,Elacatinus lori,12,20,0.67,6,69,414,nd,nd,nd,nd
2015/07/07,Field in Belize,Elacatinus lori,12,20,0.67,8,47,376,6.29,5.59,0.95,3.25
2015/07/07,Field in Belize,Elacatinus lori,12,20,0.67,10,38,380,nd,nd,nd,nd
2015/07/08,Field in Belize,Elacatinus colini,28,10,0.33,2,2884,5768,6.19,5.88,0.8,2.8
2015/07/08,Field in Belize,Elacatinus colini,28,10,0.33,2,189,378,nd,nd,nd,nd
2015/07/08,Field in Belize,Elacatinus colini,28,10,0.33,2,603,1206,nd,nd,nd,nd
2015/07/08,Field in Belize,Elacatinus colini,28,10,0.33,4,716,2864,nd,nd,nd,nd
2015/07/08,Field in Belize,Elacatinus colini,28,10,0.33,4,126,504,6.46,5.86,0.83,3.44
2015/07/08,Field in Belize,Elacatinus colini,28,10,0.33,4,661,2644,nd,nd,nd,nd
2015/07/08,Field in Belize,Elacatinus colini,28,10,0.33,6,237,1422,nd,nd,nd,nd
2015/07/08,Field in Belize,Elacatinus colini,28,10,0.33,6,87,522,nd,nd,nd,nd
2015/07/08,Field in Belize,Elacatinus colini,28,10,0.33,6,78,468,6.33,5.77,0.79,3.3
2015/07/08,Field in Belize,Elacatinus colini,28,10,0.33,8,25,200,nd,nd,nd,nd
